,DE_load,DK_load,HU_load,IT_load,NL_load,PO_load,SE_load,SP_load,UK_load,label,SP_gen,UK_gen,DE_gen,DK_gen,HU_gen,SE_gen,IT_gen,PO_gen,NL_gen
2022-01-02 03:00:00,163004.0,3149.0,14436.0,18409.0,38283.0,13714.0,14752.0,17684.0,1008.0,DK,9878.0,0.0,139441.0,3814.0,674.0,10852.0,5213.0,3775.0,15239.0
2022-01-02 04:00:00,162453.0,3260.0,15008.0,19869.0,38979.0,14230.0,15202.0,18353.0,971.0,DK,9438.0,0.0,137755.0,3700.0,842.0,10842.0,5063.0,3982.0,15262.0
2022-01-02 05:00:00,162596.0,3455.0,16122.0,21148.0,40264.0,14542.0,15916.0,19223.0,942.0,DK,8995.0,0.0,133409.0,3663.0,971.0,11601.0,4843.0,4006.0,15201.0
2022-01-02 06:00:00,171915.0,3722.0,16881.0,22332.0,42237.0,14960.0,16545.0,19936.0,948.0,DK,8929.0,0.0,141328.0,3639.0,1106.0,11959.0,5736.0,4155.0,15936.0
2022-01-02 07:00:00,185202.0,3905.0,17859.0,23775.0,44702.0,15855.0,16960.0,21531.0,1010.0,DK,10299.0,0.0,150776.0,3497.0,1921.0,12765.0,6963.0,4655.0,16315.0
2022-01-02 08:00:00,195494.0,4097.0,18359.0,24697.0,46562.0,16709.0,17299.0,23286.0,1119.0,DK,12463.0,0.0,160678.0,3341.0,3141.0,12943.0,8390.0,5087.0,16895.0
2022-01-02 09:00:00,205032.0,4167.0,18526.0,25360.0,46441.0,17032.0,17428.0,24126.0,1241.0,DK,13781.0,0.0,173788.0,2977.0,3862.0,12812.0,9409.0,5309.0,16866.0
2022-01-02 10:00:00,216802.0,4198.0,18846.0,26123.0,47998.0,17414.0,17553.0,24202.0,1420.0,UK,14397.0,0.0,186025.0,2635.0,3976.0,12770.0,10099.0,5460.0,17041.0
2022-01-02 11:00:00,217096.0,4212.0,18756.0,25308.0,48585.0,18006.0,17792.0,24673.0,1562.0,UK,14453.0,0.0,192390.0,2180.0,3617.0,12616.0,10019.0,5319.0,17307.0
2022-01-02 12:00:00,212695.0,4191.0,18838.0,24751.0,47660.0,17914.0,17912.0,24921.0,1678.0,UK,14131.0,0.0,194469.0,2213.0,2666.0,12555.0,8622.0,4891.0,17072.0
2022-01-02 13:00:00,210911.0,4301.0,19191.0,24918.0,47919.0,18024.0,18077.0,23869.0,1770.0,UK,13637.0,0.0,193423.0,2494.0,1606.0,12521.0,7313.0,4986.0,16696.0
2022-01-02 14:00:00,214431.0,4521.0,19941.0,26049.0,48988.0,18627.0,18265.0,23258.0,1747.0,DK,11678.0,0.0,194282.0,3073.0,920.0,12380.0,6958.0,5540.0,16590.0
2022-01-02 15:00:00,225625.0,4873.0,21433.0,28970.0,51783.0,18737.0,18541.0,23642.0,1719.0,DK,8699.0,0.0,196760.0,3578.0,776.0,12366.0,9467.0,6536.0,15779.0
2022-01-02 16:00:00,235222.0,4735.0,21539.0,30088.0,55587.0,18753.0,18424.0,25965.0,1803.0,DK,7941.0,0.0,197928.0,4189.0,769.0,12191.0,9812.0,7031.0,15979.0
2022-01-02 17:00:00,234292.0,4433.0,21399.0,30781.0,54121.0,18774.0,18010.0,27307.0,2088.0,DK,9205.0,0.0,200611.0,4797.0,720.0,11929.0,9869.0,6948.0,15629.0
2022-01-02 18:00:00,227205.0,4183.0,21157.0,29662.0,52577.0,18378.0,17305.0,28243.0,2184.0,DK,9599.0,0.0,198091.0,4885.0,747.0,11763.0,9444.0,6649.0,15862.0
2022-01-02 19:00:00,216385.0,3974.0,20457.0,27563.0,50705.0,17527.0,16546.0,28062.0,1973.0,DK,9242.0,0.0,196430.0,4728.0,790.0,11015.0,7493.0,6557.0,16002.0
2022-01-02 20:00:00,208694.0,3769.0,19465.0,25326.0,48614.0,16897.0,16269.0,26650.0,1794.0,DK,8557.0,0.0,187778.0,4382.0,832.0,10974.0,7247.0,6614.0,16371.0
2022-01-02 21:00:00,200590.0,3559.0,18475.0,22897.0,46842.0,15711.0,15506.0,24535.0,1655.0,DK,7926.0,0.0,181714.0,3948.0,836.0,9366.0,6941.0,6495.0,16570.0
2022-01-02 22:00:00,188411.0,3394.0,17309.0,20859.0,44466.0,14918.0,15319.0,22800.0,1501.0,DK,6772.0,0.0,177058.0,3615.0,867.0,8176.0,7732.0,6497.0,17174.0
2022-01-02 23:00:00,179879.0,3345.0,16340.0,19413.0,42800.0,14446.0,15049.0,21173.0,1322.0,DK,6853.0,0.0,177722.0,3424.0,1029.0,8078.0,7833.0,6163.0,16800.0
2022-01-03 00:00:00,173128.0,3308.0,15728.0,18841.0,41392.0,14223.0,14808.0,20153.0,1129.0,DK,7304.0,0.0,172760.0,3273.0,1232.0,7897.0,7919.0,5846.0,15291.0
2022-01-03 01:00:00,170685.0,3285.0,15247.0,18543.0,40806.0,14320.0,14886.0,19679.0,1012.0,DK,7764.0,0.0,167692.0,3297.0,1219.0,7897.0,8100.0,5513.0,15191.0
2022-01-03 02:00:00,173478.0,3361.0,15225.0,19052.0,40492.0,14814.0,15344.0,19754.0,980.0,DK,8240.0,0.0,167340.0,3700.0,1006.0,8390.0,8306.0,5119.0,14849.0
2022-01-03 03:00:00,181772.0,3584.0,16018.0,20705.0,40988.0,15727.0,15734.0,20516.0,926.0,DK,7981.0,0.0,171197.0,4312.0,960.0,8801.0,8372.0,4559.0,15229.0
2022-01-03 04:00:00,199216.0,4201.0,18135.0,24670.0,43740.0,18749.0,17213.0,22969.0,911.0,DK,7817.0,0.0,184861.0,4806.0,1144.0,10816.0,6553.0,4420.0,16200.0
2022-01-03 05:00:00,228635.0,4772.0,21080.0,28930.0,47804.0,20921.0,18764.0,26155.0,930.0,DK,8125.0,0.0,201144.0,5033.0,982.0,12637.0,7130.0,4176.0,16798.0
2022-01-03 06:00:00,250878.0,5079.0,22265.0,32665.0,52778.0,22135.0,19396.0,28546.0,990.0,DK,9028.0,0.0,203075.0,5162.0,1426.0,12970.0,9251.0,4405.0,16929.0
2022-01-03 07:00:00,261928.0,5072.0,22989.0,35378.0,57029.0,22929.0,19451.0,30212.0,1170.0,DK,11578.0,0.0,204140.0,5753.0,1768.0,12979.0,10528.0,4455.0,17148.0
2022-01-03 08:00:00,267001.0,5190.0,23502.0,35696.0,58111.0,22935.0,19620.0,31106.0,1341.0,DK,14369.0,0.0,207695.0,6024.0,1798.0,13029.0,10719.0,4777.0,17144.0
2022-01-03 09:00:00,272754.0,5246.0,23775.0,35706.0,56875.0,23366.0,19916.0,30788.0,1489.0,DK,15819.0,0.0,212278.0,6272.0,1982.0,13356.0,10817.0,5297.0,17154.0
2022-01-03 10:00:00,279273.0,5134.0,23804.0,34695.0,55464.0,23608.0,20005.0,30499.0,1670.0,DK,16915.0,0.0,218945.0,6382.0,2502.0,13394.0,10591.0,5885.0,17297.0
2022-01-03 11:00:00,280238.0,5078.0,23651.0,34343.0,55854.0,23666.0,20204.0,30485.0,1781.0,DK,17930.0,0.0,217933.0,6390.0,2595.0,13650.0,10331.0,5969.0,17371.0
2022-01-03 12:00:00,275534.0,5043.0,22992.0,34803.0,56252.0,23374.0,20225.0,30083.0,1857.0,DK,18416.0,0.0,209299.0,6309.0,2797.0,13776.0,9426.0,5787.0,17332.0
2022-01-03 13:00:00,272737.0,5021.0,23119.0,35188.0,57466.0,23417.0,20687.0,29167.0,1969.0,DK,18606.0,0.0,198213.0,6378.0,2118.0,14050.0,8513.0,5962.0,17064.0
2022-01-03 14:00:00,268449.0,5200.0,23529.0,36242.0,58816.0,23971.0,20855.0,28768.0,1979.0,DK,16944.0,0.0,190058.0,6361.0,1473.0,14221.0,8320.0,5982.0,16699.0
2022-01-03 15:00:00,273844.0,5535.0,24350.0,38273.0,61242.0,23882.0,21041.0,29274.0,1979.0,DK,14300.0,0.0,192428.0,6482.0,1206.0,14550.0,9732.0,5841.0,16391.0
2022-01-03 16:00:00,281315.0,5326.0,24105.0,38007.0,63810.0,23558.0,20625.0,31072.0,2046.0,DK,13702.0,0.0,190516.0,6151.0,1055.0,14547.0,9455.0,5532.0,15956.0
2022-01-03 17:00:00,278636.0,4973.0,23765.0,37629.0,60621.0,23340.0,20368.0,31843.0,2398.0,DK,14509.0,0.0,185030.0,5583.0,981.0,14838.0,8682.0,5111.0,15161.0
2022-01-03 18:00:00,268893.0,4586.0,23324.0,35243.0,58003.0,22852.0,19675.0,32306.0,2500.0,DK,14881.0,0.0,176424.0,5041.0,882.0,14419.0,7753.0,4985.0,14794.0
2022-01-03 19:00:00,251772.0,4316.0,22524.0,32509.0,54823.0,21306.0,18948.0,31729.0,2291.0,DK,15087.0,0.0,166359.0,4451.0,768.0,13911.0,6639.0,4895.0,13703.0
2022-01-03 20:00:00,238359.0,4040.0,21649.0,29132.0,52129.0,19825.0,18102.0,29097.0,2150.0,DK,15037.0,0.0,161303.0,4080.0,824.0,13610.0,6307.0,4813.0,12828.0
2022-01-03 21:00:00,225141.0,3758.0,20734.0,26221.0,49295.0,18509.0,17269.0,26455.0,1984.0,DK,14543.0,0.0,153796.0,3692.0,857.0,13214.0,6234.0,4880.0,12028.0
2022-01-03 22:00:00,211453.0,3577.0,19566.0,23813.0,46530.0,17594.0,17009.0,24775.0,1792.0,DK,14896.0,0.0,145973.0,3238.0,789.0,12234.0,6126.0,4727.0,11360.0
2022-01-03 23:00:00,200166.0,3488.0,18383.0,22311.0,44424.0,16880.0,16824.0,22985.0,1587.0,DK,15911.0,0.0,147704.0,2933.0,824.0,11811.0,6035.0,4421.0,10775.0
2022-01-04 00:00:00,192525.0,3429.0,17491.0,21366.0,43524.0,16612.0,16796.0,21880.0,1399.0,DK,17277.0,0.0,142454.0,2736.0,847.0,11465.0,6126.0,4178.0,10085.0
2022-01-04 01:00:00,190963.0,3454.0,16824.0,21079.0,42615.0,16603.0,16723.0,21345.0,1261.0,DK,17653.0,0.0,131827.0,2788.0,901.0,11440.0,6684.0,4185.0,9834.0
2022-01-04 02:00:00,193124.0,3528.0,16628.0,21376.0,42249.0,16936.0,17084.0,21264.0,1242.0,DK,17529.0,0.0,122773.0,2744.0,938.0,11984.0,7298.0,3970.0,8640.0
2022-01-04 03:00:00,199292.0,3716.0,17349.0,22797.0,42804.0,17763.0,17985.0,21935.0,1194.0,UK,16689.0,0.0,111458.0,2475.0,906.0,12625.0,7379.0,3757.0,7541.0
2022-01-04 04:00:00,213215.0,4255.0,19280.0,26625.0,45047.0,20158.0,19017.0,24068.0,1156.0,UK,15497.0,0.0,103242.0,2521.0,874.0,13141.0,7089.0,3568.0,7402.0
2022-01-04 05:00:00,235791.0,4878.0,22153.0,30832.0,49175.0,22051.0,20133.0,26973.0,1148.0,UK,15269.0,0.0,99290.0,2769.0,866.0,13342.0,7686.0,3300.0,6612.0
2022-01-04 06:00:00,254271.0,5205.0,22996.0,34806.0,54802.0,23023.0,20800.0,28993.0,1258.0,UK,16653.0,0.0,102634.0,2726.0,883.0,14018.0,9143.0,3298.0,6663.0
2022-01-04 07:00:00,265425.0,5238.0,22979.0,36950.0,59275.0,23454.0,20732.0,30459.0,1530.0,UK,18025.0,0.0,102328.0,2849.0,1504.0,13934.0,10427.0,3044.0,5847.0
2022-01-04 08:00:00,269692.0,5314.0,22958.0,37370.0,60815.0,23660.0,20622.0,31305.0,1892.0,UK,19404.0,0.0,104276.0,3017.0,2252.0,13813.0,11729.0,2804.0,6418.0
2022-01-04 09:00:00,272977.0,5333.0,23194.0,37404.0,60695.0,24118.0,20849.0,31355.0,2147.0,DK,20493.0,0.0,109686.0,3309.0,2509.0,13819.0,12759.0,2951.0,4828.0
2022-01-04 10:00:00,278605.0,5260.0,23504.0,36515.0,60731.0,24361.0,20973.0,31292.0,2285.0,DK,20899.0,0.0,111281.0,3647.0,2554.0,14133.0,12949.0,2702.0,5676.0
2022-01-04 11:00:00,277806.0,5227.0,23930.0,35879.0,60624.0,24276.0,20749.0,31527.0,2317.0,DK,20966.0,0.0,110563.0,3525.0,2284.0,13982.0,12767.0,2537.0,6077.0
2022-01-04 12:00:00,273462.0,5188.0,23658.0,36285.0,60527.0,24024.0,20770.0,31273.0,2335.0,DK,21698.0,0.0,110222.0,3734.0,2088.0,13969.0,12426.0,2485.0,6803.0
2022-01-04 13:00:00,271398.0,5091.0,23807.0,36395.0,60152.0,23959.0,21558.0,30405.0,2393.0,DK,21343.0,0.0,109492.0,3860.0,1944.0,13862.0,11059.0,2524.0,6702.0
2022-01-04 14:00:00,271699.0,5299.0,24064.0,37175.0,60484.0,24402.0,21965.0,30188.0,2340.0,DK,20867.0,0.0,113225.0,3891.0,1728.0,13703.0,10012.0,2580.0,5948.0
2022-01-04 15:00:00,275108.0,5641.0,24804.0,38809.0,62735.0,24328.0,22098.0,30488.0,2335.0,DK,19832.0,0.0,118839.0,4117.0,1746.0,13564.0,10868.0,2879.0,7995.0
2022-01-04 16:00:00,280297.0,5430.0,24481.0,38606.0,65179.0,23992.0,21647.0,31590.0,2424.0,DK,18689.0,0.0,124073.0,4436.0,1746.0,13413.0,10472.0,3277.0,7117.0
2022-01-04 17:00:00,277994.0,5147.0,24196.0,38158.0,61854.0,23736.0,21163.0,32085.0,2722.0,DK,19153.0,0.0,119108.0,5023.0,1723.0,13518.0,10101.0,3373.0,8768.0
2022-01-04 18:00:00,270170.0,4855.0,23676.0,35807.0,59419.0,23112.0,20499.0,32753.0,2846.0,DK,20384.0,0.0,120040.0,5355.0,1626.0,13321.0,9201.0,3582.0,11030.0
2022-01-04 19:00:00,254412.0,4594.0,22830.0,33021.0,56378.0,21669.0,19641.0,32032.0,2510.0,DK,20896.0,0.0,119765.0,5555.0,1613.0,13039.0,8793.0,3671.0,11075.0
2022-01-04 20:00:00,242520.0,4322.0,21785.0,29495.0,53698.0,20229.0,19007.0,29607.0,2383.0,DK,20643.0,0.0,117422.0,5543.0,1390.0,13085.0,8483.0,3579.0,12467.0
2022-01-04 21:00:00,230236.0,4036.0,20845.0,26393.0,51094.0,18802.0,18021.0,26964.0,2180.0,DK,19585.0,0.0,120431.0,5439.0,1484.0,12771.0,8276.0,3617.0,13959.0
2022-01-04 22:00:00,216521.0,3905.0,19721.0,23875.0,48171.0,17752.0,17745.0,25526.0,1964.0,DK,18807.0,0.0,126816.0,5502.0,1476.0,12694.0,8697.0,3762.0,13899.0
2022-01-04 23:00:00,207787.0,3780.0,18448.0,22316.0,46082.0,17163.0,17270.0,23719.0,1700.0,DK,19272.0,0.0,134885.0,5590.0,1391.0,12532.0,8820.0,3620.0,14492.0
2022-01-05 00:00:00,200502.0,3879.0,17644.0,21457.0,44542.0,16787.0,17050.0,22560.0,1453.0,DK,18999.0,0.0,146838.0,5059.0,1340.0,12519.0,9011.0,3300.0,15124.0
2022-01-05 01:00:00,199264.0,3864.0,17016.0,21328.0,44317.0,16803.0,17103.0,22015.0,1326.0,DK,18669.0,0.0,158191.0,4862.0,1276.0,12491.0,9327.0,3114.0,15578.0
2022-01-05 02:00:00,204027.0,3871.0,16847.0,21548.0,44149.0,17166.0,17262.0,21928.0,1310.0,DK,18467.0,0.0,165437.0,4748.0,1198.0,12513.0,9142.0,2866.0,16051.0
2022-01-05 03:00:00,211423.0,3959.0,17583.0,23074.0,44739.0,17874.0,17810.0,22317.0,1269.0,DK,17598.0,0.0,167380.0,4708.0,1097.0,12681.0,9196.0,2744.0,16432.0
2022-01-05 04:00:00,227155.0,4512.0,19351.0,26683.0,46258.0,20243.0,19235.0,24279.0,1257.0,DK,16002.0,0.0,173898.0,4636.0,934.0,13326.0,8034.0,2839.0,16694.0
2022-01-05 05:00:00,251452.0,5145.0,22297.0,30651.0,49996.0,22207.0,20644.0,27094.0,1283.0,DK,16829.0,0.0,171473.0,4328.0,955.0,13734.0,8602.0,2981.0,17091.0
2022-01-05 06:00:00,272135.0,5389.0,23121.0,34278.0,55534.0,23028.0,21248.0,29198.0,1377.0,UK,17601.0,0.0,179409.0,3964.0,1101.0,13663.0,10927.0,3317.0,17407.0
2022-01-05 07:00:00,282406.0,5428.0,23629.0,36402.0,59353.0,23535.0,21376.0,30892.0,1675.0,UK,19498.0,0.0,187414.0,3692.0,1187.0,13621.0,12660.0,3672.0,17311.0
2022-01-05 08:00:00,287659.0,5469.0,23905.0,36448.0,61021.0,23727.0,21549.0,31720.0,2125.0,DK,21463.0,0.0,196723.0,3852.0,1362.0,13411.0,12720.0,3753.0,17343.0
2022-01-05 09:00:00,292886.0,5472.0,24176.0,36161.0,61124.0,24107.0,21489.0,31813.0,2356.0,DK,22006.0,0.0,211729.0,4113.0,1580.0,13308.0,12244.0,3968.0,17411.0
2022-01-05 10:00:00,297686.0,5433.0,24580.0,35419.0,60209.0,24197.0,21319.0,31696.0,2496.0,DK,22693.0,0.0,222046.0,4341.0,1673.0,13187.0,12242.0,4176.0,17642.0
2022-01-05 11:00:00,296793.0,5414.0,24634.0,34559.0,59304.0,24215.0,21436.0,31771.0,2560.0,DK,23626.0,0.0,230056.0,4610.0,1579.0,13349.0,11765.0,4174.0,17709.0
2022-01-05 12:00:00,291680.0,5362.0,24283.0,35010.0,59158.0,23969.0,21327.0,31128.0,2570.0,DK,22944.0,0.0,223180.0,4828.0,1335.0,13530.0,11111.0,4461.0,17398.0
2022-01-05 13:00:00,287193.0,5284.0,24548.0,35036.0,59484.0,23816.0,22057.0,30129.0,2592.0,DK,20765.0,0.0,209774.0,4555.0,980.0,13869.0,10983.0,4594.0,17169.0
2022-01-05 14:00:00,284429.0,5458.0,24738.0,36026.0,60449.0,24338.0,22197.0,29775.0,2520.0,DK,17798.0,0.0,200460.0,4324.0,835.0,14139.0,11143.0,4695.0,16644.0
2022-01-05 15:00:00,288704.0,5818.0,25260.0,37864.0,62690.0,24205.0,22071.0,29788.0,2506.0,DK,15168.0,0.0,195316.0,4367.0,905.0,14287.0,12826.0,4853.0,16623.0
2022-01-05 16:00:00,294780.0,5596.0,24805.0,38054.0,65027.0,23697.0,21801.0,30554.0,2578.0,DK,14752.0,0.0,191230.0,4284.0,1154.0,14649.0,13600.0,5133.0,16243.0
2022-01-05 17:00:00,291879.0,5287.0,24515.0,37569.0,62286.0,23425.0,21434.0,30805.0,2905.0,DK,15369.0,0.0,180867.0,4422.0,1247.0,14895.0,13402.0,5121.0,15951.0
2022-01-05 18:00:00,282592.0,5031.0,24048.0,35162.0,59793.0,22866.0,20792.0,31001.0,3038.0,DK,14388.0,0.0,178939.0,4374.0,1490.0,14862.0,11563.0,4804.0,15696.0
2022-01-05 19:00:00,265578.0,4844.0,23220.0,32140.0,56930.0,21540.0,19817.0,30267.0,2684.0,DK,14223.0,0.0,173824.0,4204.0,1496.0,14546.0,10257.0,4705.0,15561.0
2022-01-05 20:00:00,253115.0,4572.0,22289.0,28971.0,54108.0,20089.0,19120.0,28127.0,2531.0,DK,13056.0,0.0,169373.0,3880.0,1485.0,14316.0,9695.0,4675.0,13749.0
2022-01-05 21:00:00,240686.0,4315.0,21453.0,26109.0,51647.0,18792.0,18579.0,26065.0,2326.0,DK,12681.0,0.0,164166.0,3893.0,1279.0,14415.0,9249.0,4577.0,13216.0
2022-01-05 22:00:00,226271.0,4051.0,20432.0,23797.0,48823.0,17750.0,18215.0,24523.0,2072.0,DK,12611.0,0.0,159814.0,4032.0,1193.0,14767.0,9560.0,4576.0,12236.0
2022-01-05 23:00:00,218188.0,3967.0,19179.0,22257.0,46607.0,16977.0,17680.0,22677.0,1772.0,DK,12575.0,0.0,156419.0,3816.0,1240.0,14818.0,9183.0,4448.0,13179.0
2022-01-06 00:00:00,212791.0,3895.0,18356.0,21403.0,44926.0,16561.0,17514.0,21284.0,1566.0,DK,13174.0,0.0,147444.0,3476.0,1077.0,14874.0,8501.0,4527.0,9944.0
2022-01-06 01:00:00,209749.0,3864.0,17668.0,20860.0,43936.0,16399.0,17502.0,20486.0,1358.0,DK,14109.0,0.0,140564.0,3085.0,990.0,14904.0,8018.0,4430.0,8920.0
2022-01-06 02:00:00,208091.0,3941.0,17518.0,20830.0,43617.0,16401.0,17795.0,20148.0,1356.0,DK,14237.0,0.0,129930.0,2797.0,955.0,14903.0,7207.0,4711.0,6800.0
2022-01-06 03:00:00,212166.0,4163.0,18269.0,21359.0,44290.0,16213.0,18109.0,20108.0,1246.0,UK,13407.0,0.0,118602.0,2446.0,949.0,14913.0,6294.0,4835.0,4985.0
2022-01-06 04:00:00,219986.0,4765.0,20137.0,22470.0,46569.0,16250.0,18714.0,20607.0,1184.0,UK,12129.0,0.0,108953.0,2078.0,991.0,15227.0,5620.0,4437.0,3253.0
2022-01-06 05:00:00,235912.0,5371.0,23160.0,24291.0,51235.0,16590.0,19147.0,21292.0,1193.0,UK,11939.0,0.0,100501.0,1909.0,1022.0,15475.0,7167.0,4038.0,2370.0
2022-01-06 06:00:00,252192.0,5633.0,24170.0,25936.0,57237.0,17087.0,20168.0,21817.0,1234.0,UK,12573.0,0.0,96003.0,1919.0,1020.0,15920.0,8968.0,4092.0,2009.0
2022-01-06 07:00:00,257922.0,5608.0,24458.0,27884.0,60865.0,18076.0,20826.0,23300.0,1694.0,UK,14299.0,0.0,92819.0,1941.0,1342.0,16367.0,10934.0,4766.0,1130.0
2022-01-06 08:00:00,262160.0,5592.0,24250.0,29106.0,59895.0,18799.0,21258.0,24752.0,2073.0,UK,16376.0,0.0,91716.0,2064.0,2016.0,16174.0,11496.0,5163.0,1292.0
2022-01-06 09:00:00,263766.0,5447.0,24073.0,29169.0,56254.0,19315.0,21169.0,25040.0,2304.0,UK,17448.0,0.0,96029.0,2023.0,2532.0,15977.0,10382.0,5699.0,2110.0
2022-01-06 10:00:00,265922.0,5326.0,24298.0,29057.0,53946.0,19658.0,21064.0,24856.0,2411.0,UK,17932.0,0.0,97774.0,1911.0,2849.0,15848.0,10329.0,6091.0,2830.0
2022-01-06 11:00:00,262184.0,5293.0,24507.0,27238.0,52892.0,19860.0,20625.0,25111.0,2439.0,UK,18716.0,0.0,95996.0,1807.0,2816.0,15754.0,9295.0,5733.0,4301.0
